FEATURE,VOCAB_SIZE,MAX_LEVEL,FEATURE_STEP_SIZE,STEP_SIZE,COLOUR_SPACE,USE_PHOW,CLASSIFIER,k/LAMBDA,accuracy
spatial pyramid, 1000, 2, 5, 10, RGB, 1, support vector machine, 0.000010, 0.703333 
spatial pyramid, 1000, 2, 5, 10, RGB, 1, support vector machine, 0.000110, 0.704667 
spatial pyramid, 1000, 2, 5, 10, RGB, 1, support vector machine, 0.000010, 0.704667 
spatial pyramid, 1000, 2, 5, 10, RGB, 1, support vector machine, 0.000020, 0.704000 
spatial pyramid, 1000, 2, 5, 10, RGB, 1, support vector machine, 0.000030, 0.704000 
spatial pyramid, 1000, 2, 5, 10, RGB, 1, support vector machine, 0.000040, 0.698667 
spatial pyramid, 1000, 2, 5, 10, RGB, 1, support vector machine, 0.000050, 0.704667 
spatial pyramid, 100, 2, 5, 100, RGB, 1, support vector machine, 10.000000, 0.646000 
spatial pyramid, 100, 2, 5, 100, RGB, 1, support vector machine, 1.000000, 0.646000 
spatial pyramid, 100, 2, 5, 100, RGB, 1, support vector machine, 0.100000, 0.610000 
spatial pyramid, 100, 2, 5, 100, RGB, 1, support vector machine, 0.010000, 0.601333 
spatial pyramid, 100, 2, 5, 100, RGB, 1, support vector machine, 0.001000, 0.589333 
spatial pyramid, 100, 2, 5, 100, RGB, 1, support vector machine, 0.000100, 0.591333 
spatial pyramid, 100, 2, 5, 100, RGB, 1, support vector machine, 0.000010, 0.599333 
spatial pyramid, 100, 2, 5, 100, RGB, 1, support vector machine, 0.000110, 0.595333 
spatial pyramid, 100, 2, 5, 100, RGB, 1, support vector machine, 0.000010, 0.598667 
spatial pyramid, 100, 2, 5, 100, RGB, 1, support vector machine, 0.000020, 0.605333 
spatial pyramid, 100, 2, 5, 100, RGB, 1, support vector machine, 0.000030, 0.596667 
spatial pyramid, 100, 2, 5, 100, RGB, 1, support vector machine, 0.000040, 0.593333 
spatial pyramid, 100, 2, 5, 100, RGB, 1, support vector machine, 0.000050, 0.597333 
spatial pyramid, 1000, 2, 5, 100, RGB, 1, support vector machine, 10.000000, 0.699333 
spatial pyramid, 1000, 2, 5, 100, RGB, 1, support vector machine, 1.000000, 0.714667 
spatial pyramid, 1000, 2, 5, 100, RGB, 1, support vector machine, 0.100000, 0.704667 
spatial pyramid, 1000, 2, 5, 100, RGB, 1, support vector machine, 0.010000, 0.700000 
spatial pyramid, 1000, 2, 5, 100, RGB, 1, support vector machine, 0.001000, 0.702667 
spatial pyramid, 1000, 2, 5, 100, RGB, 1, support vector machine, 0.000100, 0.703333 
spatial pyramid, 1000, 2, 5, 100, RGB, 1, support vector machine, 0.000010, 0.702667 
spatial pyramid, 1000, 2, 5, 100, RGB, 1, support vector machine, 0.000110, 0.700000 
spatial pyramid, 1000, 2, 5, 100, RGB, 1, support vector machine, 0.000010, 0.707333 
spatial pyramid, 1000, 2, 5, 100, RGB, 1, support vector machine, 0.000020, 0.706000 
spatial pyramid, 1000, 2, 5, 100, RGB, 1, support vector machine, 0.000030, 0.707333 
spatial pyramid, 1000, 2, 5, 100, RGB, 1, support vector machine, 0.000040, 0.700000 
spatial pyramid, 1000, 2, 5, 100, RGB, 1, support vector machine, 0.000050, 0.705333 

spatial pyramid, 100, 1, 5, 10, RGB, 1, support vector machine, 10.000000, 0.625333 
spatial pyramid, 100, 1, 5, 10, RGB, 1, support vector machine, 1.000000, 0.552667 
spatial pyramid, 100, 1, 5, 10, RGB, 1, support vector machine, 0.100000, 0.520667 
spatial pyramid, 100, 1, 5, 10, RGB, 1, support vector machine, 0.010000, 0.540000 
spatial pyramid, 100, 1, 5, 10, RGB, 1, support vector machine, 0.001000, 0.521333 
spatial pyramid, 100, 1, 5, 10, RGB, 1, support vector machine, 0.000100, 0.569333 
spatial pyramid, 100, 1, 5, 10, RGB, 1, support vector machine, 0.000010, 0.574667 
spatial pyramid, 100, 1, 5, 10, RGB, 1, support vector machine, 0.000110, 0.563333 
